2.908765869140625000e+02,5.511950492858886719e+00,7.700602054595947266e+00,5.455456256866455078e+00,2.244976196289062500e+02
2.507793273925781250e+02,5.509955883026123047e+00,7.698586463928222656e+00,5.453423976898193359e+00,1.918401641845703125e+02
2.123973083496093750e+01,1.374296784400939941e+00,1.360296964645385742e+00,1.330930471420288086e+00,8.638322830200195312e+00
2.801976203918457031e+01,1.314886808395385742e+00,1.181035280227661133e+00,1.310567378997802734e+00,4.754418849945068359e+00
2.863559532165527344e+01,1.274509191513061523e+00,1.143443346023559570e+00,1.296130299568176270e+00,3.900897502899169922e+00
1.816196060180664062e+01,1.086542606353759766e+00,1.080619573593139648e+00,1.074146270751953125e+00,9.446502685546875000e+00
2.238031959533691406e+01,1.056712627410888672e+00,1.065683960914611816e+00,1.028232455253601074e+00,5.840189456939697266e+00
1.420620155334472656e+01,1.044133543968200684e+00,1.103621482849121094e+00,1.011200308799743652e+00,1.225824069976806641e+01
2.946061706542968750e+01,1.040519475936889648e+00,1.052845954895019531e+00,1.062262058258056641e+00,3.700799703598022461e+00
1.282662010192871094e+01,1.016458392143249512e+00,1.092170238494873047e+00,1.021007537841796875e+00,1.259134769439697266e+01
3.214579772949218750e+01,1.025935649871826172e+00,1.078350543975830078e+00,1.053035378456115723e+00,2.953536987304687500e+00
1.541920375823974609e+01,1.006996750831604004e+00,1.115689635276794434e+00,1.022071480751037598e+00,1.573370647430419922e+01
3.872757196426391602e+00,1.023564100265502930e+00,1.220070242881774902e+00,1.060617566108703613e+00,3.035601806640625000e+01
3.388440704345703125e+01,9.986625909805297852e-01,1.142543196678161621e+00,1.008828759193420410e+00,2.419831514358520508e+00
2.889765548706054688e+01,1.009779334068298340e+00,1.130815386772155762e+00,1.010819911956787109e+00,5.222972393035888672e+00
2.386070060729980469e+01,9.932345151901245117e-01,1.171448230743408203e+00,1.019616246223449707e+00,7.575883865356445312e+00
3.147450828552246094e+01,1.005925655364990234e+00,1.163497924804687500e+00,1.022482156753540039e+00,2.930472373962402344e+00
2.719386863708496094e+01,1.068035125732421875e+00,1.171724677085876465e+00,1.051404953002929688e+00,4.891144752502441406e+00
2.056365013122558594e+01,9.841008186340332031e-01,1.168874740600585938e+00,1.028995156288146973e+00,6.863970756530761719e+00
2.128802490234375000e+01,9.862987399101257324e-01,1.141483426094055176e+00,1.017682194709777832e+00,6.492897033691406250e+00
5.979140758514404297e+00,9.909557104110717773e-01,1.216123461723327637e+00,1.037392377853393555e+00,2.257285118103027344e+01
2.134778785705566406e+01,9.790508151054382324e-01,1.177022337913513184e+00,1.023669242858886719e+00,6.711860179901123047e+00
