2.267771728515625000e+03,4.683033370971679688e+01,5.096516799926757812e+01,4.809856414794921875e+01,2.501182861328125000e+03
2.261955078125000000e+03,4.682856369018554688e+01,5.096322631835937500e+01,4.809675979614257812e+01,2.495692382812500000e+03
7.080586242675781250e+01,1.052094841003417969e+01,8.451745986938476562e+00,1.014766120910644531e+01,6.953987884521484375e+01
1.412927150726318359e+01,4.868605136871337891e+00,3.667599201202392578e+00,6.079518318176269531e+00,2.172304725646972656e+01
1.087782096862792969e+01,4.185245990753173828e+00,3.308686256408691406e+00,5.325767993927001953e+00,1.696359252929687500e+01
5.501184463500976562e+00,2.251839637756347656e+00,2.132550716400146484e+00,2.900554180145263672e+00,7.418891906738281250e+00
4.539661884307861328e+00,2.189151287078857422e+00,1.816409468650817871e+00,2.478080034255981445e+00,5.407488346099853516e+00
5.024594306945800781e+00,1.969387888908386230e+00,1.724522233009338379e+00,2.390740394592285156e+00,6.346801757812500000e+00
1.231541275978088379e+00,1.133581638336181641e+00,1.297256112098693848e+00,1.411802291870117188e+00,1.794069766998291016e+00
2.210865402221679688e+01,5.464847087860107422e+00,3.935675382614135742e+00,5.438050270080566406e+00,2.382409095764160156e+01
4.145037651062011719e+00,2.588037490844726562e+00,2.349584817886352539e+00,3.491906881332397461e+00,7.405842781066894531e+00
4.424048900604248047e+00,1.853702664375305176e+00,1.997253537178039551e+00,2.664301872253417969e+00,6.528666496276855469e+00
3.258697986602783203e+00,1.536265730857849121e+00,1.685765027999877930e+00,2.088434219360351562e+00,4.504695892333984375e+00
2.055644035339355469e+00,1.528813719749450684e+00,1.550952076911926270e+00,1.858470916748046875e+00,2.856553316116333008e+00
1.978798508644104004e+00,1.229292631149291992e+00,1.410203814506530762e+00,1.521723270416259766e+00,2.658965587615966797e+00
1.900185465812683105e+00,1.181352376937866211e+00,1.451692461967468262e+00,1.544586539268493652e+00,2.626693725585937500e+00
2.378133296966552734e+00,1.261764407157897949e+00,1.338647603988647461e+00,1.458762884140014648e+00,2.793812751770019531e+00
3.847057580947875977e+00,1.043442845344543457e+00,1.233319044113159180e+00,1.337148308753967285e+00,4.204667091369628906e+00
1.758034229278564453e+00,1.027409076690673828e+00,1.244609117507934570e+00,1.304805636405944824e+00,2.292706251144409180e+00
3.001247882843017578e+00,9.993591904640197754e-01,1.194037675857543945e+00,1.252714991569519043e+00,3.369250297546386719e+00
1.050317287445068359e+00,9.271620512008666992e-01,1.201898813247680664e+00,1.184020638465881348e+00,1.550477981567382812e+00
3.027403354644775391e+00,1.012559294700622559e+00,1.234226226806640625e+00,1.270806074142456055e+00,3.463351726531982422e+00
