8.233128662109375000e+02,5.511950492858886719e+00,7.700602054595947266e+00,5.455456256866455078e+00,6.657510375976562500e+02
1.631448364257812500e+02,5.509955883026123047e+00,7.698586463928222656e+00,5.453423976898193359e+00,1.519481506347656250e+02
6.566533088684082031e+00,1.351563930511474609e+00,1.186268448829650879e+00,1.344748616218566895e+00,4.710289001464843750e+00
9.431315422058105469e+00,1.352015018463134766e+00,1.189562559127807617e+00,1.343380093574523926e+00,2.825066089630126953e+00
1.027700710296630859e+01,1.361310720443725586e+00,1.187128305435180664e+00,1.378456830978393555e+00,2.375046730041503906e+00
7.993684768676757812e+00,1.353318333625793457e+00,1.191729903221130371e+00,1.341118097305297852e+00,3.538585662841796875e+00
7.599507331848144531e+00,1.358755946159362793e+00,1.190582036972045898e+00,1.384551048278808594e+00,3.333178997039794922e+00
6.181489467620849609e+00,1.357406020164489746e+00,1.235107064247131348e+00,1.350094676017761230e+00,4.699332714080810547e+00
1.051443767547607422e+01,1.351322412490844727e+00,1.178270339965820312e+00,1.355990767478942871e+00,2.366642236709594727e+00
5.339353561401367188e+00,1.356474041938781738e+00,1.207006931304931641e+00,1.377543926239013672e+00,5.040542125701904297e+00
1.109410381317138672e+01,1.364276170730590820e+00,1.199366927146911621e+00,1.334751963615417480e+00,2.115997076034545898e+00
6.088832855224609375e+00,1.358778476715087891e+00,1.183279275894165039e+00,1.333450436592102051e+00,5.841331481933593750e+00
3.084879636764526367e+00,1.376035094261169434e+00,1.251803994178771973e+00,1.342643022537231445e+00,9.036997795104980469e+00
1.114188289642333984e+01,1.360893487930297852e+00,1.176622748374938965e+00,1.333203315734863281e+00,1.962906837463378906e+00
1.073333835601806641e+01,1.355782866477966309e+00,1.181339859962463379e+00,1.368225216865539551e+00,2.551375865936279297e+00
8.332522392272949219e+00,1.356726646423339844e+00,1.215529561042785645e+00,1.340869188308715820e+00,3.664032220840454102e+00
1.077726745605468750e+01,1.357520222663879395e+00,1.191895484924316406e+00,1.382966995239257812e+00,2.082328319549560547e+00
8.982924461364746094e+00,1.352942347526550293e+00,1.205284714698791504e+00,1.367920994758605957e+00,2.618506193161010742e+00
8.121039390563964844e+00,1.357312917709350586e+00,1.217061996459960938e+00,1.379315614700317383e+00,3.061832904815673828e+00
7.850301742553710938e+00,1.358731389045715332e+00,1.260151505470275879e+00,1.357611298561096191e+00,3.224815845489501953e+00
3.714547634124755859e+00,1.348848700523376465e+00,1.190572738647460938e+00,1.354103207588195801e+00,6.960086822509765625e+00
7.966752529144287109e+00,1.349727034568786621e+00,1.178221106529235840e+00,1.337129116058349609e+00,3.039160251617431641e+00
